No;Group;Generic name;Canonical_Smiles;PubChem ID;PubMed ID
A_416;Activator;Compound 59;FC(F)(F)C1=CC(=CC(CN2C(=O)S\C(=C/C3=CC=C(NC(=O)NC4CC=CC(=C4)N4OO4)C=C3)C2=O)=C1)C(F)(F)F;NN;26350292
A_417;Activator;Compound C2;[O-]C1=CC(=NO1)C1=CC=C(O1)P([O-])([O-])=O;NN;28253974
A_418;Activator;Compound K;CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=C6C(=C5)C=CO6;5481990;27048379
A_419;Activator;Coptisine;C1C[N+]2=C(C=C3C=CC4=C(C3=C2)OCO4)C5=CC6=C(C=C51)OCO6;72322;33227289
A_420;Activator;AKOS007850325;CC1=C(C=CC(=C1)S(=O)(=O)NC2=CC(=NC=C2)SC3=CC=CC=N3)OCC(=O)O;56508230;PubChem Bioassay
A_421;Activator;Cordycepin;C1C(OC(C1O)N2C=NC3=C(N=CN=C32)N)CO;6303;27048379
A_422;Activator;Corosolic acid;CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)C)O)O)C)C)C2C1C)C)C(=O)O;6918774;30015846
A_423;Activator;Creatine;CN(CC(=O)O)C(=N)N;586;27610211
A_424;Activator;CRO15;NC1=NC(=NC(NC2=CC=CC=C2SSC2=CC=CC=C2NC2=NC(N)=NC(=N2)C(Cl)(Cl)Cl)=N1)C(Cl)(Cl)Cl;NN;33431809 
A_425;Activator;Crocetin;CC(=CC=CC=C(C)C=CC=C(C)C(=O)O)C=CC=C(C)C(=O)O;5281232;33404280
A_426;Activator;Crocin;CC(=CC=CC=C(C)C=CC=C(C)C(=O)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)C=CC=C(C)C(=O)OC3C(C(C(C(O3)COC4C(C(C(C(O4)CO)O)O)O)O)O)O;5281233;30621686
A_427;Activator;Cryptotanshinone;CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C;160254;28061838
A_428;Activator;Cudratricusxanthone A;CC(=CCC1=C(C(=CC2=C1C(=O)C3=C(O2)C(=C(C=C3O)O)C(C)(C)C=C)O)O)C;11153672;33419132
A_429;Activator;Curcubitacin E;CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3C=C(C(=O)C4(C)C)O)C)C)C)O)O;5281319;28599494
A_430;Activator;Curcubitane;CC(=O)OC(C)(C)C=CC(=O)C(C)(C1C(CC2(C1(CC(=O)C3(C2CC=C4C3C=C(C(=O)C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)C)O)O;54584209;21893415
A_431;Activator;(+)-antroquinonol;CC1C(C(C(=C(C1=O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)C;24875259;24977411
A_432;Activator;AKOS007850634;CCCOC(=O)C1=C(C=CC(=C1)Br)NC(=O)C2=CN3C=CN=C3C=C2;56508539;PubChem Bioassay
A_433;Activator;Curcumin;COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O;969516;27048379
A_434;Activator;Cyanidin;C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O;128861;27048379
A_435;Activator;Cyanidin 3-O-glucoside;C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O;197081;27048379
A_436;Activator;Cyclocaric acid B;CCOC1=CC=C(C=C1)OCCC(=O)NNC(=O)C(C)OC2=CC=C(C=C2)OCC;51577439;27048379
A_437;Activator;Cynandione A;CC(=O)C1=C(C(=C(C=C1)O)C2=C(C=CC(=C2C(=O)C)O)O)O;10063465;31463669
A_438;Activator;D454-0135;CC1=C(C=CC(=C1)N2CCN3C(=NC4=CC=CC=C43)C2)NC(=O)COC5=CC=CC=C5OC;46268872;28665353
A_439;Activator;d942;C1=CC(=CC=C1CCCC2=CC=C(O2)C(=O)O)OCCC3=CC=C(C=C3)F;16760291;24445037
A_440;Activator;Daidzein;C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O;5281708;24445037
A_441;Activator;damaurone D;CC1(CCC2=C(O1)C=CC3=C2OC(=CC4=CC=C(C=C4)O)C3=O)C;132523922;29275496
A_442;Activator;Damulin A;CC(=CCC=C(C)C1CCC2(C1C(CC3C2(CCC4C3(CC(C(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)O)C)C)O)C)C;57393857;27048379
A_443;Activator;AKOS007851534;CC1=C(SC(=N1)C2=CC=CS2)C(=O)N(C)CC3=NC=CN3CC(F)(F)F;56509438;PubChem Bioassay
A_444;Activator;Damulin B;CC(=CCCC(=C)C1CCC2(C1C(CC3C2(CCC4C3(CC(C(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)O)C)C)O)C)C;57390324;27048379
A_445;Activator;Danthron ;C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O;2950;23770982
A_446;Activator;dapagliflozin ;CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl;9887712;30367338
A_447;Activator;Daphnetin;C1=CC(=C(C2=C1C=CC(=O)O2)O)O;5280569;30738023
A_448;Activator;Dasatinib;CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO;3062316;24457597
A_449;Activator;Deguelin;CC1(C=CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC)C;107935;31211467
A_450;Activator;Dehydroepiandrosterone;CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C;5881;32505344
A_451;Activator;Dehydrozingerone;CC(=O)C=CC1=CC(=C(C=C1)O)OC;5354238;25582026
A_452;Activator;Delphinidin;C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O;68245;29587684
A_453;Activator;DELPHINIDIN-3-GLUCOSIDE;C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O;165558;27048379
A_454;Activator;AKOS007852097;CCOC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)C(=O)N(C)CCN3CCCC3;56510001;PubChem Bioassay
A_455;Activator;Demethoxycurcumin ;COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC=C(C=C2)O)O;5469424;23777448
A_456;Activator;Deoxypodophyllotoxin ;COC1=CC(=CC(=C1OC)OC)C2C3C(CC4=CC5=C(C=C24)OCO5)COC3=O;345501;26470595
A_457;Activator;dexamethasone ;CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C;5743;18535107
A_458;Activator;Dexfenfluramine;CCNC(C)CC1=CC(=CC=C1)C(F)(F)F;66265;32503311
A_459;Activator;dexmedetomidine;CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C;5311068;32673411
A_460;Activator;Diallyl trisulfide;C=CCSSSCC=C;16315;28753455
A_461;Activator;Dibenzoylmethane;C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=CC=C2;8433;27048379
A_462;Activator;dibutyltin ;CCCC[Sn]CCCC;12688;24631921
A_463;Activator;Diclofenac;C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl;3033;28753455
A_464;Activator;Dieckol;C1=C(C=C(C=C1O)OC2=C(C=C(C3=C2OC4=C(C=C(C=C4O3)OC5=C(C=C(C=C5O)OC6=C(C=C(C7=C6OC8=C(C=C(C=C8O7)O)O)O)O)O)O)O)O)O;3008868;27048379
A_465;Activator;AKOS007852138;CC1=CSC(=N1)C2CCN(CC2)S(=O)(=O)CC3=CC(=CC=C3)C(F)(F)F;56510042;PubChem Bioassay
A_466;Activator;Diethylstilbestrol;CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O;448537;23710432
A_467;Activator;Digitoxin;CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O;441207;29321306
A_468;Activator;Digoxin;CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)O)O;2724385;24530513
A_469;Activator;Dihydromyricetin;C1=C(C=C(C(=C1O)O)O)C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O;161557;27048379
A_470;Activator;Diindolylmethane DIM;C1=CC=C2C(=C1)C(=CN2)CC3=CNC4=CC=CC=C43;3071;25511514
A_471;Activator;Diosgenin;CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)OC1;99474;29207101
A_472;Activator;Dioxindehydroeckol;C1=C(C=C2C(=C1O)OC3=C(O2)C4=C(C(=C3)O)OC5=CC(=CC(=C5O4)O)O)O;10429214;27048379
A_473;Activator;diphenylene iodonium;C1=CC=C2C(=C1)C3=CC=CC=C3[I+]2;3101;17391917
A_474;Activator;Dolutegravir;CC1CCOC2N1C(=O)C3=C(C(=O)C(=CN3C2)C(=O)NCC4=C(C=C(C=C4)F)F)O;54726191;32783976
A_475;Activator;Donepezil ;COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC;3152;30414938
A_476;Activator;AKOS007852427;CC1=CC(=CC=C1)NC(=O)N2CCN(CC2)C(=O)C3=CC4=C(N=C3)N(C(=O)NC4=O)C5CC5;56510331;PubChem Bioassay
A_477;Activator;DT-13;CC1C2C(CC3C4CC=C5CC(O)CC(OC6OC(C)C(O)C(OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C5(C)C4CCC23C)OC11CCC(C)CO1;273916499;30668361
A_478;Activator;Echinacoside ;CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)COC4C(C(C(C(O4)CO)O)O)O)OCCC5=CC(=C(C=C5)O)O)O)O)O)O;5281771;33600859
A_479;Activator;EGCG;C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O;65064;16236247
A_480;Activator;EGCG4;OC1=CC(=CC(O)=C1Br)C(=O)OC1CC2=CC=CC=C2CC1OC(=O)C1=CC(O)=C(Br)C(O)=C1;583112521;22459208
A_481;Activator;EGCG6;[H]C1=CC(=CC([H])=C1N)C(=O)OC1CC2=CC=CC=C2CC1OC(=O)C1=CC([H])=C(N)C([H])=C1;583112527;22459208
A_482;Activator;eicosapentaenoic acid;CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O;446284;28771713
A_483;Activator;EMCD;[H]C(C\C=C\C(C)(C)OC)C1CCC2([H])C3C=CC45OC(O)C3(CCC12[H])C4CCC(O)C5([H])[H];NN;22683870
A_484;Activator;Emodin;CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)O;3220;26166578
A_485;Activator;empagliflozin;C1COCC1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)Cl;11949646;31759100
A_486;Activator;Entagenic acid;CC1(CCC2(C(C1)C3=CCC4C5(CCC(C(C5CCC4(C3(C(C2O)O)C)C)(C)C)O)C)C(=O)O)C;21594206;28993280
A_487;Activator;AKOS007854316;CC1CCCCN1C(=O)CN2CCN(CC2)C(=O)CC3=CC=C(C=C3)S(=O)(=O)N;56512220;PubChem Bioassay
A_488;Activator;Enzalutamide;CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C;15951529;24662833
A_489;Activator;Epiberberine;COC1=C(C=C2C(=C1)CC[N+]3=C2C=C4C=CC5=C(C4=C3)OCO5)OC;160876;27048379
A_490;Activator;Equol;C1C(COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O;91469;27048379
A_491;Activator;Esculentoside A;CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)OC6C(C(C(CO6)OC7C(C(C(C(O7)CO)O)O)O)O)O)O)C)C)C2C1)C)C(=O)O)C(=O)OC;11657924;27836781
A_492;Activator;Esculetin;C1=CC(=O)OC2=CC(=C(C=C21)O)O;5281416;27048379
A_493;Activator;Eugenol;COC1=C(C=CC(=C1)CC=C)O;3314;30448265
A_494;Activator;eugenyl beta-D-glucopyranoside;COC1=C(C=CC(=C1)CC=C)OC2C(C(C(C(O2)CO)O)O)O;3084296;24899913
A_495;Activator;Evodiamine;CN1C2C3=C(CCN2C(=O)C4=CC=CC=C41)C5=CC=CC=C5N3;442088;30616017
A_496;Activator;F264-3019;CCOC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=CC(=C3)NC(=O)C4=CC(=CC(=C4)OC)OC;18568845;28665353
A_497;Activator;F377-1213;CC1=C(C(=CC=C1)NC(=O)C2CCCN(C2)C3=NC4=C(C=C3)C=C(C=C4)S(=O)(=O)N5CCOCC5)C;50769541;28665353
A_498;Activator;AKOS007854559;CN(C)C1=NN=C(C=C1)C(=O)NNC(=O)C2=CC=C(C=C2)CN3N=C(N=N3)C4=CC=CC=C4;56512463;PubChem Bioassay
A_499;Activator;F684-0053;CCCNC(=O)CN1CCN(CC1)C2=CC(=C(C=C2)NS(=O)(=O)C3=CC=C(C=C3)OC)C(=O)O;50781009;28665353
A_500;Activator;Fangchinoline ;CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)O)OC)OC;73481;33609560
A_501;Activator;Fargesin;COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC5=C(C=C4)OCO5)OC;10926754;27048379
A_502;Activator;Farnesol;CC(=CCCC(=CCCC(=CCO)C)C)C;445070;33246168
A_503;Activator;Fascaplysin;C1=CC=C2C(=C1)C3=C(N2)C4=[N+](C=C3)C5=CC=CC=C5C4=O;73293;29295560
A_504;Activator;fatsiaside A;[H]C12CCC3(C)C([H])(CC(=O)C4([H])C(O)C(C)(CCC(=O)C(C)C)CC(O)C34C)C1(C)CCC(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C2(C)C;NN;24549925
A_505;Activator;FCCP;C1=CC(=CC=C1NN=C(C#N)C#N)OC(F)(F)F;3330;22336583
A_506;Activator;Febuxostat;CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O;134018;31560952
A_507;Activator;Fenofibrate;CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl;3339;29305864
A_508;Activator;fenoldopam;C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O;3341;27733575
A_509;Activator;AKOS007854684;CN1C2=C(C=C(C=C2)S(=O)(=O)NC(CN3C=NC=N3)C4=CC=CC=C4)N(C1=O)C;56512588;PubChem Bioassay
A_510;Activator;Ferulic acid;COC1=C(C=CC(=C1)C=CC(=O)O)O;445858;30560247
A_511;Activator;Filgotinib;CC(C)N1C=C(C(=N1)C2=C(C(=CC(=C2)Cl)NS(=O)(=O)C)F)C3=NC(=NC=C3)NCC(C)NC(=O)OC;50922675;32810509
A_512;Activator;Flufenamic acid;C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F;3371;21765041
A_513;Activator;Fluvastatin;CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F;446155;30078674
A_514;Activator;Foenumoside B;[H]C12CC(C)(C)C(OC(=O)C(\C)=C/C)C(O)C1(CCC(C)=O)C(C)CC1(C)C2CCC2(C)C3(C)CCC(OC4OCC(CC5OC(CO)C(O)C(O)C5O)C(C)C4CC4OCC(O)C(O)C4CC4OC(C)C(O)C(O)C4O)C(C)(C)C3CCC12C;NN;27048379
A_515;Activator;Folic acid;Nc1nc(=O)c2nc(CNc3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O)cnc2[nH]1;135398658;26400185
A_516;Activator;Formononetin;COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O;5280378;28367764
A_517;Activator;fraxinellone ;CC1=C2C(=O)OC(C2(CCC1)C)C3=COC=C3;124039;28884830
A_518;Activator;AKOS007854771;CC1CCN(CC1)C(CNC(=O)CCC(=O)N(CCC#N)C2=CC=CC=C2)C3=CC=CS3;56513674;PubChem Bioassay
A_519;Activator;Fridamycin A;CC1C(C(CC(O1)C2=C(C3=C(C=C2)C(=O)C4=C(C3=O)C=CC(=C4O)CC(C)(CC(=O)O)O)O)O)O;133564763;30939853
A_520;Activator;Fucoxanthin;CC(=CC=CC=C(C)C=CC=C(C)C(=O)CC12C(CC(CC1(O2)C)O)(C)C)C=CC=C(C)C=C=C3C(CC(CC3(C)O)OC(=O)C)(C)C;5281239;27048379
A_521;Activator;Furanodiene;CC1=CCC2=C(CC(=CCC1)C)OC=C2C;636458;26987443
A_522;Activator;G007-LK;CS(=O)(=O)C1=CN=C(C=C1)C2=NN=C(N2C3=CC=CC=C3Cl)C=CC4=NN=C(O4)C5=CC=C(C=C5)C#N;67960134;31554794
A_523;Activator;G945-0637;C1CCC(C1)N2C=NC3=C2C=CC(=C3)C4=NOC(=N4)C5=CC(=CC=C5)NC(=O)C6=CC=CO6;53030960;30018557
A_524;Activator;Galangin;C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O;5281616;28282786
A_525;Activator;Galegine;CC(=CCN=C(N)N)C;10983;18297106
A_526;Activator;Gallic acid;C1=C(C=C(C(=C1O)O)O)C(=O)O;370;27048379
A_527;Activator;gambogic acid;CC(=CCCC1(C=CC2=C(C3=C(C(=C2O1)CC=C(C)C)OC45C6CC(C=C4C3=O)C(=O)C5(OC6(C)C)CC=C(C)C(=O)O)O)C)C;9852185;22732400
A_528;Activator;Gamma linolenic acid;CCCCCC=CCC=CCC=CCCCCC(=O)O;5280933;25687616
A_529;Activator;AKOS007854956;CCCN(CC(=O)NC1=C(C(=C(C=C1)F)F)F)S(=O)(=O)CC2=CC(=C(C=C2)Cl)Cl;56512860;PubChem Bioassay
A_530;Activator;gamma-Mangostin;CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)C(=C(C(=C3)O)O)CC=C(C)C)O)C;5464078;31674780
A_531;Activator;Gartanin;CC(=CCC1=C(C(=C2C(=C1O)C(=O)C3=C(C=CC(=C3O2)O)O)CC=C(C)C)O)C;5281633;27161377
A_532;Activator;Gastrodyn;C[N+]1(CCC(C1)OC(=O)C(C2CCCC2)(C3=CC=CC=C3)O)C;11693;34297426
A_533;Activator;Gemcitabine;C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F;60750;29575133
A_534;Activator;Gemigliptin;C1CC(CN(C1=O)CC(CC(=O)N2CCC3=C(C2)N=C(N=C3C(F)(F)F)C(F)(F)F)N)(F)F;11953153;26297911
A_535;Activator;Genestein;C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O;5280961;22935345
A_536;Activator;Geniposide;COC(=O)C1=COC(C2C1CC=C2CO)OC3C(C(C(C(O3)CO)O)O)O;107848;33562139
A_537;Activator;ginkgolic acid;CCCCCCC=CCCCCCCCC1=C(C(=CC=C1)O)C(=O)O;5281858;28394269
A_538;Activator;Ginkgolide A;CC1C(=O)OC2C1(C34C(=O)OC5C3(C2)C6(C(C5)C(C)(C)C)C(C(=O)OC6O4)O)O;9909368;29113214
A_539;Activator;Ginkgolide C;CC1C(=O)OC2C1(C34C(=O)OC5C3(C2O)C6(C(C5O)C(C)(C)C)C(C(=O)OC6O4)O)O;161120;30532639
A_540;Activator;1,3-DICHLORO-2-PROPANOL;C(C(CCl)O)Cl;7289;30316840
A_541;Activator;AKOS007855799;CC(C)(C)OC(=O)N1CCC(CC1)NC(=O)C(C2=CC=CC=C2)N3CCCCC3=O;56513702;PubChem Bioassay
A_542;Activator;Ginsenoide Rb1;CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C;9898279;27048379
A_543;Activator;Ginsenoide Rb2;CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(CO8)O)O)O)O)O)O)C;6917976;27048379
A_544;Activator;Ginsenoide Rc;CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(O8)CO)O)O)O)O)O)C;12855889;27048379
A_545;Activator;Ginsenoide Re;CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(C)(CCC=C(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)O)C7(C3C(C(CC7)O)(C)C)C)C)CO)O)O)O)O)O;122130479;26045683
A_546;Activator;Ginsenoide Rg1;CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)OC6C(C(C(C(O6)CO)O)O)O)C;441923;27048379
A_547;Activator;Ginsenoide Rg2;CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(C)(CCC=C(C)C)O)C)O)C6(C3C(C(CC6)O)(C)C)C)C)CO)O)O)O)O)O;21599924;27048379
A_548;Activator;Ginsenoide Rg3;CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)O)C;9918693;18844326
A_549;Activator;Ginsenoide Rh2;CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C;54580480;27048379
A_550;Activator;Ginsenoside mRb1;CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)COC(=O)CC(=O)O)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O)C;101835367;28345906
A_551;Activator;Ginsenoside mRc;CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)COC(=O)CC(=O)O)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(O8)CO)O)O)O)O)O)C;101835368;28345906
A_552;Activator;AKOS007855833;CC(=O)NC1=CC(=C(C=C1)NS(=O)(=O)C)C(=O)NC2=CN(N=C2)CC(=O)NC3CCCC3;56513736;PubChem Bioassay
A_553;Activator;Ginsenoside Rb3;CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(CO8)O)O)O)O)O)O)C;12912363;31094028
A_554;Activator;Glabridin;CC1(C=CC2=C(O1)C=CC3=C2OCC(C3)C4=C(C=C(C=C4)O)O)C;124052;25511514
A_555;Activator;Gliclazide;CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2;3475;29337033
A_556;Activator;Glucosamine;C(C1C(C(C(C(O1)O)N)O)O)O;439213;29747425
A_557;Activator;Glyceolin;CC1(C=CC2=C(O1)C=CC3=C2OCC4(C3OC5=C4C=CC(=C5)O)O)C;162807;27048379
A_558;Activator;Gnetol;C1=CC(=C(C(=C1)O)C=CC2=CC(=CC(=C2)O)O)O;45382232;28157155
A_559;Activator;Gossypol;CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O;3503;26166578
A_560;Activator;GSK621;COC1=CC=CC(=C1)N2C(=O)C3=C(C=C(N3C4=CC=C(C=C4)C5=C(C(=CC=C5)OC)O)Cl)NC2=O;54577153;27712936
A_561;Activator;GSK773;COC1=CC=C(C=C1)P(=S)(N2CCOCC2)[S-];53393943;30007356
A_562;Activator;Guanidine;C(=N)(N)N;3520;27048379
A_563;Activator;AKOS007856408;C1CN(CCN1C2=C(C=C(C=N2)C(F)(F)F)Cl)S(=O)(=O)CC3=CC(=CC=C3)F;56514310;PubChem Bioassay
A_564;Activator;GW2974;CN(C)C1=NC=C2C(=C1)C(=NC=N2)NC3=CC4=C(C=C3)N(N=C4)CC5=CC=CC=C5;6603857;17556544
A_565;Activator;Gypenoside VIII;CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)CO)O)O)O)C;11679800;28345906
A_566;Activator;GYY4137;COC1=CC=C(C=C1)P(=S)(N2CCOCC2)S;46937262;24374752
A_567;Activator;Hernandezine;CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(CCN6C)C(=C(C(=C7O3)OC)OC)OC)OC)OC;72343;26811496
A_568;Activator;Hesperetin;COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O;72281;31093947
A_569;Activator;Hesperidin;CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O;10621;31611754
A_570;Activator;hispidulin;COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=C(C=C3)O)O;5281628;25315637
A_571;Activator;HL156A;CC1=CC=C(C=C1)OCC(CN2C3=C(N=C2NCCN)N(C(=O)NC3=O)C)O;25885653;30161162
A_572;Activator;Homocysteine sulfinic acid;C(CS(=O)O)C(C(=O)O)N;161712;21193401
A_573;Activator;Honokiol;C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C;72303;27048379
A_574;Activator;AKOS007856996;CC(=O)NC1=CC(=C(C=C1)NS(=O)(=O)C)C(=O)NC2CCN(CC2)CC3=CC=CC=C3;56514896;PubChem Bioassay
A_575;Activator;Hydroxy-Fasudil;C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CNC3=O;3064778; 25365359
A_576;Activator;Hydroxytyrosol;C1=CC(=C(C=C1CCO)O)O;82755;24374752
A_577;Activator;Hyperforin;CC(C)C(=O)C12C(=O)C(=C(C(C1=O)(CC(C2(C)CCC=C(C)C)CC=C(C)C)CC=C(C)C)O)CC=C(C)C;441298;26386573
